"구분(1)",구분(2),2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"구분(1)",구분(2),지점수 (개),시료수 (개),카드뮴 Cd (mg/kg),구리 Cu (mg/kg),비소 As (mg/kg),수은 Hg (mg/kg),납 Pb (mg/kg),6가크롬 Cr6+ (mg/kg),아연 Zn (mg/kg),니켈 Ni (mg/kg),불소 F (mg/kg),유기인 (mg/kg),폴리클로리네이티드비페닐 PCB (mg/kg),시안 CN (mg/kg),페놀류 (mg/kg),유류 (mg/kg),유류 (mg/kg),유류 (mg/kg),유류 (mg/kg),유류 (mg/kg),유류 (mg/kg),트리클로로에틸렌 TCE (mg/kg),테트라클로로에틸렌 PCE (mg/kg),벤조(a)피렌 (mg/kg),12-디클로로에탄 12-DCA (mg/kg),수소이온농도 pH (pH)
"구분(1)",구분(2),소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,벤젠 톨루엔 에틸벤젠 크실렌 BTEX,벤젠,톨루엔,에틸벤젠,크실렌,석유계총탄화수소 TPH,소계,소계,소계,소계,소계
"전북특별자치도",평균,154,154,1.8163815789,17.1921052632,6.0666447368,0.0226,18.5059210526,0.0076388889,116.7085526316,9.0427631579,279.2123893805,0,0,0,0,0,0,0,0,189.2580645161,0,0,-,0,-,7.0824675325
"전라남도",최대,151,237,20.3,138.5,87.25,0.12,371.6,0,1667.8,329.2,685,0,0,0.3,0,0,0.5,10,2,394,0,0,0,0,0,10
"전라남도",최소,151,237,0,0,0,0,3.2,0,20.1,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
"전라남도",평균,151,237,2.9443103448,21.6181434599,1.1148945148,0.0100843882,26.5405063291,0,148.4135021097,16.4160337553,383.2251308901,0,0,0.0029535865,0,0,0.0314465409,0.1018867925,0.0534591195,28.4339622642,0,0,0,0,0,6.9506329114
"경상북도",최대,250,278,3.18,653.5,50.47,1.49,300.5,8,1176.4,167.6,799,0,0,0,0.11,0,0.7,0,2,1427,0,0,0.057,0,0,8.9
"경상북도",최소,250,278,0,0,0,0,0,0,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
"경상북도",평균,250,278,0.1197482014,25.4856115108,5.7078057554,0.0285611511,20.0003597122,0.1093862816,120.1075539568,13.8982014388,245.2445652174,0,0,0,0.009691358,0,0.0060606061,0,0.0272727273,102.3555555556,0,0,0.0038717949,0,0,6.9917266187
"경상남도",최대,165,178,2.18,1997.5,35.18,0.36,95.5,1.1,9257.4,105.8,558,0,0,7,0,0.1,3.5,0.6,1.4,760,0.4,0.4,0.028,0,20.7,9.5
"경상남도",최소,165,178,0,1.8,0,0,3.2,0,17.2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6
"경상남도",평균,165,178,0.2174137931,37.1853932584,4.953125,0.0276704545,23.8174157303,0.0505882353,179.2438202247,13.1438202247,236.1907514451,0,0,0.0442424242,0,0.0020618557,0.1773195876,0.0432989691,0.175257732,82.4230769231,0.0125,0.0089285714,0.0012173913,0,3.3810810811,7.2648809524
"제주특별자치도",최대,50,59,25.32,2196,8.96,1.68,647.6,3.2,5701.4,148.7,-,-,-,0,-,0,0,0,0,365,0,0,-,0,0,8.9
"제주특별자치도",최소,50,59,1.27,18.6,0,0,2.8,0,17.4,21.8,-,-,-,0,-,0,0,0,0,0,0,0,-,0,0,5.1
"제주특별자치도",평균,50,59,2.9208474576,78.8627118644,4.2613559322,0.0871186441,32.3254237288,0.6542372881,270.5457627119,63.0406779661,-,-,-,0,-,0,0,0,0,99.4680851064,0,0,-,0,0,6.9779661017
